author,title,lyrics,song_id
Chil D,Call Me,"Đôi chân dạo phố lướt đi vòng quanh ya
Lang thang dạo phố đến khi trời đêm về
Anh cũng chỉ muốn vi vu cùng em thôi
Lại đây 1 chút babe mình đâu vội
Đôi chân rảo bước đi đi vòng quanh tâm trí babe
Chờ anh 1 chút anh sẽ đến thật nhanh (bay đến ngay nè)
Gần lại bên nhau 1 chút có đc ko (anh nhớ em nhiều)
Để anh gọi thêm thằng cubit (để thêm tình yêu ze)
Tình yêu đang đến, anh lại đang bay rồi 
Gặp em hôm đó, anh lại đang say mèm
Em như ly Whisky, để cho anh say chút đi
Ở lại đây thêm 1 chút đi, nhé babe
Từng ngày từng tháng tính thêm từng năm
Ở lại bên em có được không
Đừng để 1 chút nhớ mong hằng đêm
Chỉ sợ để lâu nó sẽ dần quên 
Chuyển từ thích thích thích thành thương thương
Vì em là chất kích thích không thị trường
My babe you make me crazy
(Gặp em là say)
Babe tell me your phone
(Đứng lại đây)
Anh không muốn phải đợi thêm 1 phút giây nào
Vì chỉ có em làm anh phê như là say thuốc lào 
Vitz nó nói là tình chỉ đẹp khi tình cảm còn đang dở dang
Ba má anh chỉ gật đầu khi gọi em là con dâu
Đưa tình yêu vào từng lời nhạc
Để khi gặp được em là cháy
Không cần biết sóng đến từ đâu
Vì chỉ cần thấy em là say
Mưa đêm đêm lại về
Đông đang đang gần kề
Brain đâu đâu vậy nhề
Baby I love you
Your eyes beautiful
Your hand beautiful
Body beautiful
And you are my life
Nắng! Hoe vàng trên đôi mắt
Mưa! Rơi nhẹ trên bờ mi
Không! Huy hoàng rồi chợt tắt
Yêu em anh bỗng crazy
Không! Phải tự nhiên mà anh thích rap
Không! Phải tự nhiên mà anh chơi flow
Không! Phải tự nhiên mà anh viết love
Nhưng anh sẽ không nói đó là vì em đâu
Bỗng thiên đường giáng xuống 1 nàng tiên
Trông nàng thật đẹp ôi sao dịu hiền
Nhìn xa thì bảo trông cute thật đó
Lại gần mới biết ôi đây vợ hiền
Từ lần đầu gặp anh em đã đắm say
Muốn được bên anh muốn được nắm tay
Em chẳng quan tâm chuyện mình tới đâu
Chỉ cần 2 ta được đi cùng với nhau
 
",1857
RIN9,Mập Mờ,"Lúc gần rồi lúc xa
Tình yêu chúng ta bao ngày qua
Là thật hay do em tự tưởng tượng ra
Liệu ta có là gì của nhau
Ngàn câu hỏi vẩn vơ trong đầu
Là vì anh quá đỗi mập mờ.
Dịu dàng anh đến cạnh bên
Thì thầm chuyện trò mỗi đêm
Lòng em từ lúc nào trở nên yếu mềm.
Được anh lo lắng quan tâm
Tưởng tình cảm của anh chân thật
Trong phút chốc trái tim tự dưng rung động.
Rồi nhiều khi anh lại hững hờ
Lạnh nhạt để em mãi ngóng chờ
Yêu nhưng anh không nói hay chỉ giả vờ yêu em?
Là do em tự mình ảo tưởng
Về vị trí ở trong lòng anh?
Cũng do em cố chấp nên mới ngộ nhận.
CHORUS
Lúc gần rồi lúc xa
Tình yêu chúng ta bao ngày qua
Là thật hay do em tự tưởng tượng ra
Liệu ta có là gì của nhau
Ngàn câu hỏi vẩn vơ trong đầu
Là vì anh quá đỗi mập mờ.
(Vì anh không yêu em nên mới tỏ ra mập mờ)
BRIDGE
Làm sao nắm bắt tâm tư một người không yêu
Dù cố gắng nhưng chẳng thể hiểu
Liều mình tiến một bước nhưng rốt cuộc anh lại lùi một bước.
Đặt niềm tin ở sai nơi mà ngỡ đúng người
Nên chỉ có thể trách mình thôi
Bởi anh chưa bao giờ thật lòng yêu em.
RAP
Người ta thường nói tình yêu đẹp nhất là khi ở lưng chừng mây
Còn em thì khác lại sinh lòng tham lại mong nhiều hơn từng đấy
Nên mới lún sâu đến mức không có cách nào vùng vẫy.
Vì anh không yêu nên mới mập mờ
Nên anh mới ngó lơ
Mặc cho em tương tư thương nhớ rồi đợi chờ
Mộng tàn rồi thì người đừng mơ thêm cho con tim tan vỡ.
 
",1858
Dani D,Khi Em Xa,"Bài hát: Khi Em Xa - Dani D, Lil Tian
Lặng nhìn mưa rơi nơi con đường xưa, giờ có ai đi xa đón đưa?
Nhiều ngày tháng trôi qua vội vã hình như ta xa lạ
Từng ánh mắt ta trao về nhau, giờ là nỗi đau khi đêm nhẹ mãi trôi
Nỗi buồn của anh chất chứa tâm can rụng rơi
Mình như chiếc lá úa, chiếc lá cuối thu rụng rơi tựa như ta xa
Từng đậm sâu sao giờ phút chốc chưa *** biết nhau
Điều anh vẫn muốn giấu, giấu đi hết bao nhiêu niềm đau khi yêu thương phai màu
Chỉ còn tiếng yêu đầu vụt tan theo những ngày sau
Ngàn câu ca trao về người, nay xa vời vợi, dường như tiếng khóc trong lòng thở than
Chỉ là chút ngu ngơ thoáng qua nay sao buồn thế?
Nào ai biết hôm nay dở dang, bàng hoàng thấy yêu thương nay hoá tro tàn
Giật mình anh tưởng như sao nở quên rồi giấc mơ
Cánh cửa phòng em đã đóng chặt
Mưa âm ỉ rơi như nước mắt
Những ngày hạ tàn dần chuyển sang thu cố quên em ừ anh chả *** chắc
Những đêm thở than mưa dần đã tạnh
Nhành hoa tặng em dần đã tàn phai
Muốn cạnh bên em những ngày giá lạnh
Hỏi rằng thực sự em đang cần ai
Sài Gòn bạc hòa nhịp tiếng đàn
Tình đã mờ nhạt sớm muộn thì cũng tan
Chỉ muốn chôn vùi đi những ký ức
Để vơi bớt gánh nặng anh từng đã mang
Quên đi mái tóc quên cả tiếng cười
Lau đi nước mắt giữa ta với người
Sợi tơ ta đan thì lâu ngày cũng đứt
Chỉ còn lại anh và những điều tiêu cực
 
",1859
Luân Phan,Một Kiếp Phong Trần,"Đời thân trai mang kiếp phong trần 
Một thân phiêu lưu tháng năm thăng trầm
Lòng đói no cơm áo gạo tiền 
Nhớ mẹ nhớ cha cảnh chiều hai quê
Hồng trần xa hoa lộng lẫy hoa đèn 
Gặp lại cố nhân đâu *** ngỏ lời 
Vì nào *** mơ mong ước nơi em 
Chút hờn chút ghen một kiếp phong trần
Nữa đời phiêu lưu không nơi bến đỗ trần gian 
Phận là hồng nhan gửi thân gấm vóc lầu vàng
Đời anh gió sương dễ gì em thương 
Nước mắt lưng tròng kêu trời có thấu
Đời không may mắn lưu luyến hồng nhan 
Tình duyên dỡ dang như hoa chớm nở chiều tàn
Ngoài phố lên đèn em thay áo mới
Góc tối lặng thầm một kiếp phong trần.
 
",1860
Minh Hiếu,Hẹn Em Mùa Yêu Cũ,"Bài hát: Hẹn Em Mùa Yêu Cũ - Minh Hiếu (Trẻ)
Chiều hoàng hôn, anh chẳng thấy em bên cạnh
cô đơn, đớn đau chỉ mình anh với mưa.
Thu tàn, nghe đông tái tê
anh đau lặng trong cơn mê, chẳng thể thoát ra.
Sương khói, phủ mờ em mất rồi
tỉnh dậy đi em ơi! đừng xa anh mà.
Thế giới đã lấy đi của anh một khoảng trời,
Để anh với những đơn côi bão giông chẳng nguội.
Mai sau chẳng thấy em bên anh suốt kiếp này,
Anh ôm mong manh cơn mơ chờ em.
Buốt lòng giờ như kẻ điên anh tìm em mãi,
giữa đời thường, giữa hư vô, chẳng thấy được người...
Buồn của anh tha thiết như tiếng ghi-ta nâu
Gió mùa thu lao xao, ngần ấy thêm đau.
Lối vắng lại đơn côi một trái tim muộn phiền,
thoảng vọng xa, vệt nắng chẳng thể níu em về.
Thế giới đã lấy đi của anh một khoảng trời,
Để anh với những đơn côi bão giông chẳng nguội.
Mai sau chẳng thấy em bên anh suốt kiếp này,
Anh ôm mong manh cơn mơ chờ em.
Buốt lòng giờ như kẻ điên anh tìm em mãi,
giữa đời thường, giữa hư vô, chẳng thấy được người...
 
",1861
Haohinh,SHHH!,"(Ooh ooh ooh ooh)
Oh baby let's rock in bed with me
Your body drives me crazy
Đêm nay lại không ngủ được rồi...
Nằm trằn trọc không yên lại đứng rồi ngồi
Vì em như con rắn săn mồi
Thân xác rã rời hút linh hồn tôi...
You get it, you get it, you get it
I know
I'm coming, I'm coming, I'm coming
Overflow
Feeling, bad trip, magic
No exit
Moving, bae
SHHH!
We gon' get the flow
Feel the rhythm, slow down
Wanna make it move, move?
We gon' get the flow
Feel the rhythm, slow down
Wanna make it move, move?
Ooh ooh ooh ooh
Em như mặt trời, anh nắng cực
Phản ứng nóng chảy, anh vô cực
Em là cô gái thật mẫu mực
Em luôn sạch sẽ, anh vui mừng
Mỗi tối em đều call, em alone cô đơn
Anh cho em nhiều hơn em lễ phép cám ơn
69 everyday em chỉ thích thế hơn
Chẳng cần đến money em cũng quấn lấy anh
You get it, you get it, you get it
I know
I'm coming, I'm coming, I'm coming
Overflow
Feeling, bad trip, magic
No exit
Moving, bae
SHHH!
We gon' get the flow
Feel the rhythm, slow down
Wanna make it move, move?
We gon' get the flow
Feel the rhythm, slow down
Wanna make it move, move?
Ooh ooh ooh ooh
 
",1862
Thiên Cầm,Câu Chuyện Người Dưng,"Bài hát: Câu Chuyện Người Dưng - Thiên Cầm
Câu chuyện là anh gặp em vào ngày mưa rơi
Câu chuyện là anh đên bên và hỏi làm ***
Em ngần ngại đưa ánh mắt mở đường cho anh
Anh yêu em anh thương em trong phút đầu tiên
Thật hạnh phúc ta yêu nhau suốt mấy năm rồi
Dẫu thu về dẫu đông kề em vẫn ở đây
Nhưng hôm nay chắc chắn là một ngày không may mắn
Anh biết được anh hiểu được chuyện tình nơi em
Chuyện đời là thế đấy
Con người dễ đổi thay
Khi chẳng còn đắm say 
Còn đâu những mỗi đêm kề vai
Rồi một ngày buông tay
Hỏi rằng mình có chi đổi thay
Chỉ còn lại tiếc nuối của những ngày tháng về sau
Tim của anh nhói đau
Khi mà em nói câu đớn đau
Bảo vệ người đến sau
Em lại nỡ nhẫn tâm vậy sao?
Em là người anh tin
Cũng là người anh yêu hơn chính mình
Vì một người đến sau em biến anh thành người dung
 
",1863
Hoàng Triều,Somebody In Luv,"Thoáng đôi mắt mơ màng
Chút say đắm vội vàng
Nàng đẹp dịu dàng, nhẹ nhàng, tựa áng mây trên trời
ngắm ngây ngất không rời, oh baby (baby)
(Come to me)
Nét quyến rũ kiêu kỳ, chút e ấp nhu mì
Nụ cười ngọt ngào, hòa quyện cùng sắc hương dâng tràn, mang nỗi nhớ vô vàn
Be my girl
Kìa làn tóc em đó
Lả lướt bay theo làn gió (cho anh yêu, cho anh say)
Rạng ngời muôn sắc hoa
nàng khiến ta mê đắm điên cuồng (my lady) 
Lại gần bên anh nhé
Kề sát môi hôn thật khẽ (trao môi hôn, tay trong tay)
Giữ chặt lấy cánh tay, cho em đến không gian thiên đường lộng lẫy
Somebody in luv
Somebody in luv
Sắc hương phong trần, bước chân thiên thần
Ngỡ như nàng tiên đang dạo chơi chốn nhân gian
Khát khao mong chờ, bóng ai hững hờ
Đến trao trọn ái ân tràn ngất ngây nồng cháy 
Somebody in luv
Somebody in luv
Somebody in luv
Somebody in luv
Đẹp từ phần trên đi xuống
Như cơn lốc làm vạn vật cứ bị cuốn
Tập thể thao hay sao dáng em cứ bị nuột (oh)
Trong chốn đây không một ai có thể bì được
Em thật kiêu sa
Trong đôi Dolce & Gabbana
Moschino đeo tay, nâng ly sangria 
I just wanna say awh! 
Girl! You made me fall 
Khi anh thấy em nghiêng đầu
Với làn mi cong môi đỏ 
DJ drop drop
Còn anh lại take a shot 
Johnnie Walker không thể so với dáng em hot hot 
DJ lại drop drop 
Make the vibe, never stop! 
Em kề vai, anh lại rót 
We get high, to the top!
Nằm trên sofa và đêm nay ta sẽ không cần Netflix
Mối quan hệ này không phải lo, but we’re so make it 
Baby, let’s twerk it 
Because I’m love it 
Sẽ không có 1 Cody thứ hai, I know you it!
 
",1864
Henry,Mùa Hạ Đẹp Nhất,"Bài hát: Mùa Hạ Đẹp Nhất - Henry
Bây giờ em sao, có vui như em chọn
Đã bao lâu, chúng ta chưa gặp lại nhau
lần cuối gặp nhau, câu chào tự biệt, anh chêt lặng
bất giác nhìn lại, em đã không còn ở đây
Mùa hè mà em rời khỏi nơi này
thanh xuân của anh dường như cũng có một phần theo em.
rời khỏi nơi đây
mùa ha năm ấy thật đep , vì có em bên anh mỗi ngày
mùa hạ năm ấy thật đẹp, vì dưới mưa có em cùng chạy
chỉ là năm ấy cùng em bước đi, năm nay đã không còn em
đã cố đã cố trân trọng , cũng không thể tránh được tan vỡ
giờ gặp lại em ở hiện tại, em đã quên quá khứ khờ dại
ký ức trong anh trở lại, nhưng giờ em đã là của ai
người đang cạnh em là tương lai, còn anh giờ chỉ là ký ức
mùa hạ năm ấy có tất cả chỉ là không có chúng ta
của sau này",1875
Yamix Hầu Ca,Cho Anh,"Cho anh nhớ em thêm một giờ
Để lời ca này bay từng giây
Cho anh ngắm em yêu cả ngày 
Hoạ hình dung người không mờ phai
Cho anh nắm tay em nhẹ nhàng
Đặt lên đàn tình tinh tình tang
Cho anh nói yêu em hoài hoài
Vì nghiện rồi thì khó mà cai
Cho anh nhớ (nhớ nhớ em)
Cho anh ngắm (ngắm ngắm em)
Cho anh nắm (nắm nắm tay)
Cho anh nói (nói yêu em)
ver1
Ngọt ngào lắm nụ cười thấm
Trong mái ấm có 2 con tim
Càng nhìn ngắm càng chìm đắm
ông tơ ghép cho ta nên đôi
1 với 1 là 2
Ta gặp nhau là duyên
Tình yêu là rượu say
Mà say là say triền miên
Dk2:
Xuân sang đến xua tan ưu phiền
Hạ mang về lời ru ngày thơ
Thơm hương tóc khi Thu bay về
Trọn câu thề sưởi ấm mùa đông
Ban mai đến như khi em cười
Rọi sáng vào cửa tim của anh
Đêm e ấp bên ông trăng vàng 
Tựa vai kề kể những mộng mơ
Cho anh nhớ (nhớ nhớ em)
Cho anh ngắm (ngắm ngắm em)
Cho anh nắm (nắm nắm tay)
Cho anh nói (nói yêu em)
Ver2 
Khi hai con tim chung mái nhà
Tình đông đầy hoà theo lời ca
Đi qua bao nhiêu phố phường 
Đẹp nhất là đường vào nhà em
Hai đôi chân vi vu (rong chơi)
Đi là đi muôn nơi
Hai đôi tay ta tay trong tay
Đi mãi đi cùng nhau
Rap:
Nhớ
Lần em gật đầu khiến anh cười đảo điên
Tim như lơ lững tít trên đồi thảo nguyên
Hoa rơi là vô ý
Mình gặp nhau là hữu duyên 
Quý nhau như bạc vàng
Mặc dù không nhiều tiền
Khi em ở bên anh em ơi
x2
Ta ôm nhau ta ôm mơ 
Không sa hoa như bài ca nên thơ
Trao nhau cái ấm bên trong mái lá
Dù bao đông đã qua
Vì tình yêu mình giản dị
như là ông bà ta 
Ta ôm nhau ta ôm mơ
Không sa hoa như bài ca nên thơ
Vì tình yêu mình giản dị
như là ông bà ta 
(tình như ông bà ta)
coda:
Ô mê ly 
Những ân tình 
Mỗi khi nhìn em cười anh xuyến xao
Cười cười nói
Những vui buồn
Sớt chia cùng 
Thề nguyện dưới ánh trăng
Dk
Cho anh nhớ em thêm một giờ
Để lời ca này bay từng giây
Cho anh ngắm em yêu cả ngày 
Hoạ hình dung người không mờ phai
Cho anh nắm tay em nhẹ nhàng
Đặt lên đàn tình tinh tình tang
Cho anh nói yêu em hoài hoài
Vì nghiện rồi thì khó mà cay
Cho anh nhớ (nhớ nhớ em)
Cho anh ngắm (ngắm ngắm em)
Cho anh nắm (nắm nắm tay)
Cho anh nói (nói yêu em)
 
",1876
Niz,Sẽ Chẳng Yêu Người Khác Đâu,"Baby em là ai?
Cho anh quên ngày mai
Nếu yêu em là sai, anh sẽ chẳng còn tin vào ai
Tim anh overdose, do yêu em đậm sâu
Cho anh bên cạnh em, yêu em như là simple man
Sẽ chẳng yêu người khác đâu ~~
Nếu như không yêu em sẽ chẳng yêu người khác đâu ~~
Ừ thì ai cũng biết đau
So sorry baby nhưng con tim anh cũng biết đau 
......
2h đêm anh chẳng thể ngủ 
Vẫn là hình em trên story
Những tâm tư chẳng thể kể đủ
Nỗi nhớ em giống như coffe
Có phải những thứ anh đánh mất
Là những thứ mà anh cho đi
Anh chỉ muốn được ôm em mỗi tối
Bỏ mặc ngày mai em ơi chẳng lo chi
Anh có thể uống , để quên đi hết về em
Nhưng anh lại muốn mình nhớ
Tương tư lại đến về đêm
Được sắp xếp thật tình cờ
Điện thoại của anh lại sáng lên 
Không có tin nhắn ở trên màng hình
Giống như một mối tình thật đáng quên
Với em anh giống như người tàng hình
Baby anh đang mood mood
Nhớ về con đường ta qua
Con tim anh như lood lood
Xong lại chạy ra xa xa
Baby anh đang mood mood
Nhớ về con đường ta qua
Con tim anh như lood lood
Xong lại chạy ra xa xa
 
",1877
PD,Yêu Là Bao Lâu?,"Em hỏi yêu là bao lâu... – ta cứ yêu thôi chẳng sao đâu ầuuu
Hợp nhau qua đôi vài ba câu... Nghĩ nhiều làm chi để đau đầu 
Babae anh không có ghen đâu, ok anh không phải erik
Giữa đám đông đang chen nhau anh vẫn thấy em dù basic
Mẹ em gọi về sớm anh như Rocket của manbo 
Chở em về đúng giờ, không đi chốn như là Đen
Khi mà *** được em người ta gọi anh là vị thần may mắn 
Yêu từ cái nhìn đầu tiên luôn chỉ vì lần 1 say nắng 
Mong em sẽ ngọt ngào vì anh đây rất sợ đắng cay 
Từ khi đã có em anh sẽ không phải là thằng trắng tay
With loveee say khi mà tất cả lời nhạc anh viết ra 
Rồi anh tặng cho em, là bao câu ca anh đây đã thiết tha 
Rồi để anh nhắc em... em phải nhớ 1 điều là 
Tình yêu phải luôn hâm nóng và em ơi đừng bật điều hòa 
Ngọt ngào là từng giây chung đôi, đi cùng em đến khắp muôn nơi,
Tựa vào nhau đan tay đón mặt trời, nồng nàn khóe môi
Gác hết bộn bề âu lo, chìm đắm giữa câu ca tình yêu 
Chôn vùi hết đi những nỗi đau bùa vây nơi em
Cảm nhận ngọt ngào quyện vào sương đêm
Ta tan trong đôi môi cùng ngàn sao trời 
Nguyện chỉ yêu một mình em thôi
Về một nhà chẳng còn là ngày xa xôi 
Chẳng một ai ngoài em cùng anh đi hết cuộc đời 
Vì anh chỉ muốn thấy em cười 
Trong mắt anh em xinh xinh như minh tinh 
Hôm nay em không make up vẫn thấy em bling bling bling 
Nếu như em là queen thì anh là king king king 
Heyy baebee, anh chỉ muốn giữ em bên mình?
Em êiii em muốn đi uống trà đá thuốc lào hay là trà đào thuôc lá đây
Không bỏ lỡ 1 giây phút nào anh đây có mang theo ‘’ lá cây ‘’
Mấy ông ngồi bàn bên cạnh freestyle cũng khá cháy 
Thuốc lá, cà phê và kèm 1 bài nhạc khá 
Và có những ngày tháng 10 trời trở gió ở nơi quán cóc ta hay ngồi 
Tiếng nhạc lofi phát ra ở góc Trường Sa tất cả không thay đổi
Anh rap 1 vài 3 câu em bảo anh thì hay rồi
Nếu anh là thỏ em sói săn đang say mồi
Mấy thằng vệ tinh xung quanh em anh ko cần biết
Mình ngồi cạnh bên nhau nghe bài nhạc anh phát ra
Ừ thì à ...người không tốt em ko cần tiếc 
Em đừng buồn người cũ và hãy quên đi chuyện đã qua 
Vài nụ hồng vương trên đôi môi bên em bình yên như áng mây trôi
Nhẹ nhàng mang yêu thương đến cuối trời 
Mọi khoảnh khắc chìm vào trong ánh mắt, nụ cười và đôi môi
Con tim say đắm mỗi khi em cười
Tâm trí rối bời vì chẳng thể ngưng nhớ từng giây bên em
Dù giận hờn để giọt lệ người rơi thêm 
Chỉ bên em thôi cũng sẽ là khoảnh khắc trong đời
Chẳng để em một mình chơi vơi
Giờ đoạn đường dài mình cùng chung đôi
Chẳng một ai ngoài em cùng anh đi hết cuộc đời 
Vì anh chỉ muốn thấy em cười
Còn nhiều điều mà mình cùng trông mong
Đoạn đường này dù gập gềnh hay mưa giông anh sẽ cùng em 
Đi qua những con đường mưa rồi ngày nắng lên
Dẫu chỉ có một ngày để anh được yêu em 
Còn gì vui hơn khi anh có được cả thể giới trong tim 
Ngọt ngào là từng giây chung đôi đi cùng em đến khắp muôn nơi,
Tựa vào nhau đan tay đón mặt trời, nồng nàn khóe môi
Gác hết bộn bề âu lo chìm đắm giữa câu ca tình yêu 
Mang bình yên về - Gửi muộn phiền vào ánh dương tàn
 
",1878
Long Ròm,Con Tim Tan Vỡ,"những ngày buồn có những ngày sầu không thể nói ra nên em đâu biết
tan vỡ cuộc tình nhớ những ngày đầu mình đã có nhau sao em không nhớ 
anh đã rất đau ngày nàng bước đi 
trong đêm tối u sầu lệ trên bờ mi 
những lời hứa kia đôi ta truoc khi 
xong nó cũng phai tàn chẳng còn lại gì 
yeh yeh yeh 
vậy người sai là ai
anh sai hay là em 
đêm nay over night 
như là bông hồng gai woh
mong là qua ngày mai 
mọi chuyện sẽ tàn phai 
đêm nay thêm vài chai 
đêm nay thêm vài chai
em đang ở đâu
còn nhớ anh không 
hay đang bên kia tay trong tay cùng ai hạnh phúc
nàng rời bỏ đi vì người thứ ba không thể thứ tha 
khiến anh đau từng giây từng phút
anh lang thang cô đơn y như là cao bồi
baby girl bây giờ em đây đã sao rồi 
hay em đang còn buồn về chuyện của chúng ta
em bước đi thật mau và em nói không cần tôi
tim của anh dần đau thời gian cũng đang dần trôi
anh cũng mong lần sau chẳng còn tin vào thêm một ai 
quên hết đi niềm đau theo thời gian rồi cũng mờ phai
 
",1879
nhatm11nh,Sau Hôm Ấy,"Sau hôm ấy anh chìm vào trong cô đơn
Chản còn trẻ con vui cười như trước nữa
Cố tìm đến, những phù phiếm để vui hơn
Để rồi mất đi nhiều thứ và chính con người mình
Anh đang ở nơi không có mặt trời
chẳng một chút những vệt sáng ởxung quanh
Khi ta lìa xa không nói nên lời
Chỉ một câu thôi mà ta mất nhau cả đời
Những con phố mình từng đi qua 
Những nơi hàng cây cùng lời ngân nga
Những khi ta nói yêu nhau đến già
Nếu em có nhìn lại nơi anh nếu như em thấy dừng lại hơi nhanh thì anh vẫn ở ngay đây
Nếu có lần sau liệu ta có còn cần nhau
Thêm một lần đau sẽ không còn như phút ban đầu
Ánh mắt trao nhau giờ đây chỉ khiến ta thêm đau
Không biết phải mất bao lâu quên đi được em ta coi là phép màu
Nước mắt vẫn rơi những cảm xúc không thể nén lại
Nỗi nhớ vẫn tới ta vẫn thắc mắc em đi bên ai
Chạy trốn xa những hàng cây nhưng tiếng cười đó thì vẫn còn đây
Tâm hồn ta là bầu trời nỗi buồn tụ lại thành những hòn mây
Tình yêu là thứ xa xỉ có lẽ mất đi không còn nhận lại
Có người cả đời đau khổ có người chỉ xem là một trận bại
Có đôi chân vẫn bước đi, có giọt lệ rơi ướt mi
Bị tước đi hạnh phúc vào ngày đông lạnh buốt vì người bên cạnh nhất định không nhận sai
Ta vẫn cố gắng chờ ngày có nắng tình không dang dở
Nhưng là vô dụng nếu cố đánh thức một kê giả vờ đang ngủ
Vết xước này không nhằm nhò, trái tim anh vốn không lành lặn
Tình yêu là thứ luôn thiếu nhưng vẫn luôn thừa khi đem dành tặng cho một ai
Anh đang ở nơi không có mặt trời
chẳng một chút những vệt sáng ởxung quanh
Khi ta lìa xa không nói nên lời
Chỉ một câu thôi mà ta mất nhau cả đời
Những con phố mình từng đi qua 
Những nơi hàng cây cùng lời ngân nga
Những khi ta nói yêu nhau đến già
Nếu em có nhìn lại nơi anh nếu như em thấy dừng lại hơi nhanh thì anh vẫn ở ngay đây
 
",1880
Huy Râu,Slip Away,"Sương rơi nhẹ trên lá
Còn vương chút hương..người ghé qua
Em hay là tôi đã
Chợt thấy tâm tư này..khác lạ
Miên man theo làn gió mát
Say ai say như say làn hương ngát
Làm tôi chơi vơi
Mông lung theo nhịp khao khát
Ai vô tư ngâm nga thành khúc hát
Cho lòng thêm..rối bời
Rap
Lỡ nếm thử một mùi hương phảng phất
Lỡ ngửi thấy mọt vị ngợt lạ lùng
Lỡ nghe theo xúc cảm đơn giản nhất
Lỡ chạm nhẹ tiếng cười còn ngại ngùng
Lỡ cảm giác mình trong một giấc mơ
Những linh cảm đưa ta xa sự thật
Lỡ cảm giác mình trong những giấc mơ
và nếu tim em chưa đủ chật thì..
Hook
Nắm lấy đôi tay này cùng ngâm nga câu ca
Viết tiếp yêu thương dành tặng nhau như là món quà
Người cất vang đam mê này..thành phút giây nồng say
Tôi ngất ngây hương thơm này..nguyện tan vào đêm nay
Rap
Lang thang nơi nào xa lạ lùng để chẳng cần biết mình đi về đâu
Rồi bần thần nhìn về ngày xưa khi ta còn hay ngại ngùng
Lạnh lùng mình ta ôm bao niềm đau
Dẫu biết rằng mù quáng là con đường tăm tối
Sương khuya vương đầy mây mù giăng lối
Ta vẫn muốn let get on để mà có được nàng
Nhưng không đủ can đảm để mời nàng ăn tối
Lỡ cảm thấy trong lòng khác lạ khi bóng hình em bất chợt lướt qua
Nước da thướt tha cùng với mái tóc vàng óng ả
Làm bao chàng trai phải âm thầm ước là
Ta được đi bên cạnh cô ấy
Shout out cho cả thủ đô thấy
Mọi chuyện đâu sẽ phải vô đấy nếu có người như em ở bên
Trái tim này chẳng biết ai cần
All i can just keep silence
Tình cảm như chết lặng đôi lần
If fallin you understand
Nơi yên bình tôi tới là nơi tiếng yêu vừa cất lời
Em hay là tôi mới..tìm thấy si mê...ở đâu rồi
Rap
Lỡ ngửi thấy một mùi hương phảng phất
Lỡ nếm thử một vị ngọt lạ lùng
Lỡ nghe theo xúc cảm đơn giản nhất
Lỡ chạm nhẹ tiếng cười còn ngại ngần
Lỡ cảm giác mình trọng một giấc mơ
Những linh cảm đưa ta xa sự thật
Lỡ cảm giác mình trong những tấc thơ và
Nếu tim em chưa đủ chật..thì..
Hook
Nắm lấy đôi tay này cùng ngâm nga câu ca
Viết tiếp yêu thương dành tặng nhau như là món quà
Người cất vang đam mê này..thành phút giây nồng say
Tôi ngất ngây hương thơm này..nguyện tan vào đêm nay..
 
",1881
Hồng Dương M4U,Chẳng Là Gì Của Nhau,"Duyên là như vậy 
Mà phận nào hay 
Người mà chân thành thường tự ngậm đắng cay 
Cố giấu trong lòng em đâu biết 
Thầm nhớ em nhiều và da diết 
Nhưng anh biết mình ở vị trí nào. 
Khó hơn những gì 
Mà anh từng nghĩ 
Vì càng yêu nhiều lại càng đau đớn bao nhiêu 
Anh biết em giờ nơi xa ấy 
Đã có yên bình anh nơi đây 
Hằn sâu thâm tâm đã trót nặng lòng với em. 
Giá như lần đầu trông thấy em 
Cũng chỉ là người dưng mà thôi 
Rồi lặng lẽ bước qua đời nhau. 
Nếu đã từng xin em hãy giữ lại 
Chút mong manh với anh 
Để ngày tháng ấy 
Dù chẳng bước tiếp 
Hay chẳng là gì của nhau 
Mãi mãi.. 
Sẽ dõi theo để anh được thấy em cười 
Luôn rạng ngời và hạnh phúc 
Nhé em!
 
",1882
